	date	Experiment	MBases	MBytes	organism	Run	SRA	Accession	sample_alias	tax_id	scientific_name	sample_title	sample_description	location number	sample_type	sample_id	sample_position
125	2017-06-30	ERX2079464	7	3	human metagenome	ERR2020217	ERS1803325	SAMEA104144307	530	646099	human metagenome	pigf_23_1_left_ant	nasal swab from pig farmer left nare anterior	23	pigf	23_1	left_ant
126	2017-06-30	ERX2079465	22	10	human metagenome	ERR2020218	ERS1803326	SAMEA104144308	532	646099	human metagenome	pigf_23_1_left_post	nasal swab from pig farmer left nare posterior	23	pigf	23_1	left_post
127	2017-06-30	ERX2079466	8	3	human metagenome	ERR2020219	ERS1803327	SAMEA104144309	534	646099	human metagenome	pigf_23_2_left_ant	nasal swab from pig farmer left nare anterior	23	pigf	23_2	left_ant
128	2017-06-30	ERX2079467	21	9	human metagenome	ERR2020220	ERS1803328	SAMEA104144310	536	646099	human metagenome	pigf_23_2_left_post	nasal swab from pig farmer left nare posterior	23	pigf	23_2	left_post
129	2017-06-30	ERX2079468	15	7	human metagenome	ERR2020221	ERS1803329	SAMEA104144311	538	646099	human metagenome	pigf_23_3_left_ant	nasal swab from pig farmer left nare anterior	23	pigf	23_3	left_ant
130	2017-06-30	ERX2079469	8	3	human metagenome	ERR2020222	ERS1803330	SAMEA104144312	54	646099	human metagenome	pigf_5_0_left_ant	nasal swab from pig farmer left nare anterior	5	pigf	5_0	left_ant
131	2017-06-30	ERX2079470	5	2	human metagenome	ERR2020223	ERS1803331	SAMEA104144313	540	646099	human metagenome	pigf_23_3_left_post	nasal swab from pig farmer left nare posterior	23	pigf	23_3	left_post
132	2017-06-30	ERX2079471	23	11	pig metagenome	ERR2020224	ERS1803332	SAMEA104144314	543	1176744	pig metagenome	pig_24_1__	nasal swab from pig	24	pig	24_1	NA
133	2017-06-30	ERX2079472	13	6	pig metagenome	ERR2020225	ERS1803333	SAMEA104144315	544	1176744	pig metagenome	pig_24_2__	nasal swab from pig	24	pig	24_2	NA
134	2017-06-30	ERX2079473	11	5	air metagenome	ERR2020226	ERS1803334	SAMEA104144316	545	655179	air metagenome	air sample from pig farm_24_0__	air sample from pig farm	24	air	24_air	NA
135	2017-06-30	ERX2079474	13	6	human metagenome	ERR2020227	ERS1803335	SAMEA104144317	546	646099	human metagenome	pigf_24_1_left_ant	nasal swab from pig farmer left nare anterior	24	pigf	24_1	left_ant
136	2017-06-30	ERX2079475	10	4	human metagenome	ERR2020228	ERS1803336	SAMEA104144318	548	646099	human metagenome	pigf_24_1_left_post	nasal swab from pig farmer left nare posterior	24	pigf	24_1	left_post
137	2017-06-30	ERX2079476	14	6	human metagenome	ERR2020229	ERS1803337	SAMEA104144319	55	646099	human metagenome	pigf_5_0_left_post	nasal swab from pig farmer left nare posterior	5	pigf	5_0	left_post
138	2017-06-30	ERX2079477	15	7	human metagenome	ERR2020230	ERS1803338	SAMEA104144320	550	646099	human metagenome	pigf_24_2_left_ant	nasal swab from pig farmer left nare anterior	24	pigf	24_2	left_ant
139	2017-06-30	ERX2079478	7	3	human metagenome	ERR2020231	ERS1803339	SAMEA104144321	552	646099	human metagenome	pigf_24_2_left_post	nasal swab from pig farmer left nare posterior	24	pigf	24_2	left_post
140	2017-06-30	ERX2079479	8	3	pig metagenome	ERR2020232	ERS1803340	SAMEA104144322	555	1176744	pig metagenome	pig_25_1__	nasal swab from pig	25	pig	25_1	NA
141	2017-06-30	ERX2079480	18	8	pig metagenome	ERR2020233	ERS1803341	SAMEA104144323	556	1176744	pig metagenome	pig_25_2__	nasal swab from pig	25	pig	25_2	NA
142	2017-06-30	ERX2079481	7	3	air metagenome	ERR2020234	ERS1803342	SAMEA104144324	557	655179	air metagenome	air sample from pig farm_25_0__	air sample from pig farm	25	air	25_air	NA
143	2017-06-30	ERX2079482	13	6	human metagenome	ERR2020235	ERS1803343	SAMEA104144325	560	646099	human metagenome	pigf_25_0_left_post	nasal swab from pig farmer left nare posterior	25	pigf	25_0	left_post
144	2017-06-30	ERX2079483	17	7	pig metagenome	ERR2020236	ERS1803344	SAMEA104144326	563	1176744	pig metagenome	pig_26_1__	nasal swab from pig	26	pig	26_1	NA
145	2017-06-30	ERX2079484	24	11	pig metagenome	ERR2020237	ERS1803345	SAMEA104144327	564	1176744	pig metagenome	pig_26_2__	nasal swab from pig	26	pig	26_2	NA
146	2017-06-30	ERX2079485	24	11	air metagenome	ERR2020238	ERS1803346	SAMEA104144328	565	655179	air metagenome	air sample from pig farm_26_0__	air sample from pig farm	26	air	26_air	NA
147	2017-06-30	ERX2079486	21	10	human metagenome	ERR2020239	ERS1803347	SAMEA104144329	566	646099	human metagenome	pigf_26_1_left_ant	nasal swab from pig farmer left nare anterior	26	pigf	26_1	left_ant
148	2017-06-30	ERX2079487	13	6	human metagenome	ERR2020240	ERS1803348	SAMEA104144330	568	646099	human metagenome	pigf_26_1_left_post	nasal swab from pig farmer left nare posterior	26	pigf	26_1	left_post
149	2017-06-30	ERX2079488	9	4	human metagenome	ERR2020241	ERS1803349	SAMEA104144331	570	646099	human metagenome	pigf_26_2_left_ant	nasal swab from pig farmer left nare anterior	26	pigf	26_2	left_ant
150	2017-06-30	ERX2079489	9	4	human metagenome	ERR2020242	ERS1803350	SAMEA104144332	572	646099	human metagenome	pigf_26_2_left_post	nasal swab from pig farmer left nare posterior	26	pigf	26_2	left_post
151	2017-06-30	ERX2079490	8	4	human metagenome	ERR2020243	ERS1803351	SAMEA104144333	574	646099	human metagenome	pigf_26_3_left_ant	nasal swab from pig farmer left nare anterior	26	pigf	26_3	left_ant
152	2017-06-30	ERX2079491	2	0	human metagenome	ERR2020244	ERS1803352	SAMEA104144334	576	646099	human metagenome	pigf_26_3_left_post	nasal swab from pig farmer left nare posterior	26	pigf	26_3	left_post
153	2017-06-30	ERX2079492	6	2	pig metagenome	ERR2020245	ERS1803353	SAMEA104144335	58	1176744	pig metagenome	pig_6_1__	nasal swab from pig	6	pig	6_1	NA
154	2017-06-30	ERX2079493	7	3	pig metagenome	ERR2020246	ERS1803354	SAMEA104144336	59	1176744	pig metagenome	pig_6_2__	nasal swab from pig	6	pig	6_2	NA
155	2017-06-30	ERX2079494	17	7	human metagenome	ERR2020247	ERS1803355	SAMEA104144337	6	646099	human metagenome	pigf_1_2_left_ant	nasal swab from pig farmer left nare anterior	1	pigf	1_2	left_ant
156	2017-06-30	ERX2079495	7	3	air metagenome	ERR2020248	ERS1803356	SAMEA104144338	60	655179	air metagenome	air sample from pig farm_6_0__	air sample from pig farm	6	air	6_air	NA
157	2017-06-30	ERX2079496	7	3	human metagenome	ERR2020249	ERS1803357	SAMEA104144339	61	646099	human metagenome	pigf_6_0_left_ant	nasal swab from pig farmer left nare anterior	6	pigf	6_0	left_ant
158	2017-06-30	ERX2079497	8	3	human metagenome	ERR2020250	ERS1803358	SAMEA104144340	63	646099	human metagenome	pigf_6_0_left_post	nasal swab from pig farmer left nare posterior	6	pigf	6_0	left_post
159	2017-06-30	ERX2079498	13	6	pig metagenome	ERR2020251	ERS1803359	SAMEA104144341	66	1176744	pig metagenome	pig_7_1__	nasal swab from pig	7	pig	7_1	NA
160	2017-06-30	ERX2079499	21	9	pig metagenome	ERR2020252	ERS1803360	SAMEA104144342	67	1176744	pig metagenome	pig_7_2__	nasal swab from pig	7	pig	7_2	NA
161	2017-06-30	ERX2079500	8	3	air metagenome	ERR2020253	ERS1803361	SAMEA104144343	68	655179	air metagenome	air sample from pig farm_7_0__	air sample from pig farm	7	air	7_air	NA
162	2017-06-30	ERX2079501	23	11	human metagenome	ERR2020254	ERS1803362	SAMEA104144344	69	646099	human metagenome	pigf_7_0_left_ant	nasal swab from pig farmer left nare anterior	7	pigf	7_0	left_ant
163	2017-06-30	ERX2079502	16	7	human metagenome	ERR2020255	ERS1803363	SAMEA104144345	71	646099	human metagenome	pigf_7_0_left_post	nasal swab from pig farmer left nare posterior	7	pigf	7_0	left_post
164	2017-06-30	ERX2079503	12	5	pig metagenome	ERR2020256	ERS1803364	SAMEA104144346	74	1176744	pig metagenome	pig_8_1__	nasal swab from pig	8	pig	8_1	NA
165	2017-06-30	ERX2079504	15	7	pig metagenome	ERR2020257	ERS1803365	SAMEA104144347	75	1176744	pig metagenome	pig_8_2__	nasal swab from pig	8	pig	8_2	NA
166	2017-06-30	ERX2079505	13	6	air metagenome	ERR2020258	ERS1803366	SAMEA104144348	76	655179	air metagenome	air sample from pig farm_8_0__	air sample from pig farm	8	air	8_air	NA
167	2017-06-30	ERX2079506	7	3	human metagenome	ERR2020259	ERS1803367	SAMEA104144349	77	646099	human metagenome	pigf_8_0_left_ant	nasal swab from pig farmer left nare anterior	8	pigf	8_0	left_ant
168	2017-06-30	ERX2079507	8	3	human metagenome	ERR2020260	ERS1803368	SAMEA104144350	79	646099	human metagenome	pigf_8_0_left_post	nasal swab from pig farmer left nare posterior	8	pigf	8_0	left_post
169	2017-06-30	ERX2079508	10	4	human metagenome	ERR2020261	ERS1803369	SAMEA104144351	8	646099	human metagenome	pigf_1_2_left_post	nasal swab from pig farmer left nare posterior	1	pigf	1_2	left_post
170	2017-06-30	ERX2079509	13	6	pig metagenome	ERR2020262	ERS1803370	SAMEA104144352	82	1176744	pig metagenome	pig_9_1__	nasal swab from pig	9	pig	9_1	NA
171	2017-06-30	ERX2079510	11	5	pig metagenome	ERR2020263	ERS1803371	SAMEA104144353	83	1176744	pig metagenome	pig_9_2__	nasal swab from pig	9	pig	9_2	NA
172	2017-06-30	ERX2079511	9	4	air metagenome	ERR2020264	ERS1803372	SAMEA104144354	84	655179	air metagenome	air sample from pig farm_9_0__	air sample from pig farm	9	air	9_air	NA
173	2017-06-30	ERX2079512	6	3	human metagenome	ERR2020265	ERS1803373	SAMEA104144355	85	646099	human metagenome	pigf_9_0_left_ant	nasal swab from pig farmer left nare anterior	9	pigf	9_0	left_ant
174	2017-06-30	ERX2079513	8	3	human metagenome	ERR2020266	ERS1803374	SAMEA104144356	87	646099	human metagenome	pigf_9_0_left_post	nasal swab from pig farmer left nare posterior	9	pigf	9_0	left_post
175	2017-06-30	ERX2079514	5	2	human metagenome	ERR2020267	ERS1803375	SAMEA104144357	184	646099	human metagenome	ne_49_0_left_ant	nasal swab from individual without contact to farm animals left nare anterior	49	ne	49_0	left_ant
176	2017-06-30	ERX2079515	4	2	human metagenome	ERR2020268	ERS1803376	SAMEA104144358	186	646099	human metagenome	ne_49_0_left_post	nasal swab from individual without contact to farm animals left nare posterior	49	ne	49_0	left_post
177	2017-06-30	ERX2079516	9	5	human metagenome	ERR2020269	ERS1803377	SAMEA104144359	20	646099	human metagenome	pigf_2_0_left_ant	nasal swab from pig farmer left nare anterior	2	pigf	2_0	left_ant
178	2017-06-30	ERX2079517	15	8	human metagenome	ERR2020270	ERS1803378	SAMEA104144360	22	646099	human metagenome	pigf_2_0_left_post	nasal swab from pig farmer left nare posterior	2	pigf	2_0	left_post
179	2017-06-30	ERX2079518	15	8	pig metagenome	ERR2020271	ERS1803379	SAMEA104144361	24	1176744	pig metagenome	pig_2_1__	nasal swab from pig	2	pig	2_1	NA
180	2017-06-30	ERX2079519	14	7	pig metagenome	ERR2020272	ERS1803380	SAMEA104144362	25	1176744	pig metagenome	pig_2_2__	nasal swab from pig	2	pig	2_2	NA
181	2017-06-30	ERX2079520	7	3	pig metagenome	ERR2020273	ERS1803381	SAMEA104144363	251	1176744	pig metagenome	pig_14_1__	nasal swab from pig	14	pig	14_1	NA
182	2017-06-30	ERX2079521	5	3	pig metagenome	ERR2020274	ERS1803382	SAMEA104144364	252	1176744	pig metagenome	pig_14_2__	nasal swab from pig	14	pig	14_2	NA
183	2017-06-30	ERX2079522	3	2	air metagenome	ERR2020275	ERS1803383	SAMEA104144365	253	655179	air metagenome	air sample from pig farm_14_0__	air sample from pig farm	14	air	14_air	NA
184	2017-06-30	ERX2079523	23	13	human metagenome	ERR2020276	ERS1803384	SAMEA104144366	255	646099	human metagenome	pigf_14_0_left_ant	nasal swab from pig farmer left nare anterior	14	pigf	14_0	left_ant
185	2017-06-30	ERX2079524	22	12	human metagenome	ERR2020277	ERS1803385	SAMEA104144367	257	646099	human metagenome	pigf_14_0_left_post	nasal swab from pig farmer left nare posterior	14	pigf	14_0	left_post
186	2017-06-30	ERX2079525	4	2	air metagenome	ERR2020278	ERS1803386	SAMEA104144368	26	655179	air metagenome	air sample from pig farm_2_0__	air sample from pig farm	2	air	2_air	NA
187	2017-06-30	ERX2079526	21	12	human metagenome	ERR2020279	ERS1803387	SAMEA104144369	288	646099	human metagenome	cowf_31_8_left_ant	nasal swab from cow farmer left nare anterior	31	cowf	31_8	left_ant
188	2017-06-30	ERX2079527	13	7	human metagenome	ERR2020280	ERS1803388	SAMEA104144370	290	646099	human metagenome	cowf_31_8_left_post	nasal swab from cow farmer left nare posterior	31	cowf	31_8	left_post
189	2017-06-30	ERX2079528	22	13	human metagenome	ERR2020281	ERS1803389	SAMEA104144371	292	646099	human metagenome	cowf_31_9_left_ant	nasal swab from cow farmer left nare anterior	31	cowf	31_9	left_ant
190	2017-06-30	ERX2079529	8	4	human metagenome	ERR2020282	ERS1803390	SAMEA104144372	294	646099	human metagenome	cowf_31_9_left_post	nasal swab from cow farmer left nare posterior	31	cowf	31_9	left_post
191	2017-06-30	ERX2079530	12	6	human metagenome	ERR2020283	ERS1803391	SAMEA104144373	325	646099	human metagenome	ne_54_0_left_ant	nasal swab from individual without contact to farm animals left nare anterior	54	ne	54_0	left_ant
192	2017-06-30	ERX2079531	7	4	human metagenome	ERR2020284	ERS1803392	SAMEA104144374	327	646099	human metagenome	ne_54_0_left_post	nasal swab from individual without contact to farm animals left nare posterior	54	ne	54_0	left_post
193	2017-06-30	ERX2079532	5	2	human metagenome	ERR2020285	ERS1803393	SAMEA104144375	329	646099	human metagenome	ne_55_0_left_ant	nasal swab from individual without contact to farm animals left nare anterior	55	ne	55_0	left_ant
194	2017-06-30	ERX2079533	1	1	human metagenome	ERR2020286	ERS1803394	SAMEA104144376	331	646099	human metagenome	ne_55_0_left_post	nasal swab from individual without contact to farm animals left nare posterior	55	ne	55_0	left_post
195	2017-06-30	ERX2079534	6	3	human metagenome	ERR2020287	ERS1803395	SAMEA104144377	333	646099	human metagenome	ne_56_0_left_ant	nasal swab from individual without contact to farm animals left nare anterior	56	ne	56_0	left_ant
196	2017-06-30	ERX2079535	1	0	human metagenome	ERR2020288	ERS1803396	SAMEA104144378	335	646099	human metagenome	ne_56_0_left_post	nasal swab from individual without contact to farm animals left nare posterior	56	ne	56_0	left_post
197	2017-06-30	ERX2079536	4	2	human metagenome	ERR2020289	ERS1803397	SAMEA104144379	337	646099	human metagenome	ne_57_0_left_ant	nasal swab from individual without contact to farm animals left nare anterior	57	ne	57_0	left_ant
198	2017-06-30	ERX2079537	14	8	human metagenome	ERR2020290	ERS1803398	SAMEA104144380	339	646099	human metagenome	ne_57_0_left_post	nasal swab from individual without contact to farm animals left nare posterior	57	ne	57_0	left_post
199	2017-06-30	ERX2079538	23	12	human metagenome	ERR2020291	ERS1803399	SAMEA104144381	341	646099	human metagenome	ne_58_0_left_ant	nasal swab from individual without contact to farm animals left nare anterior	58	ne	58_0	left_ant
200	2017-06-30	ERX2079539	6	3	human metagenome	ERR2020292	ERS1803400	SAMEA104144382	343	646099	human metagenome	ne_58_0_left_post	nasal swab from individual without contact to farm animals left nare posterior	58	ne	58_0	left_post
201	2017-06-30	ERX2079540	13	7	human metagenome	ERR2020293	ERS1803401	SAMEA104144383	345	646099	human metagenome	ne_59_0_left_ant	nasal swab from individual without contact to farm animals left nare anterior	59	ne	59_0	left_ant
202	2017-06-30	ERX2079541	5	3	human metagenome	ERR2020294	ERS1803402	SAMEA104144384	347	646099	human metagenome	ne_59_0_left_post	nasal swab from individual without contact to farm animals left nare posterior	59	ne	59_0	left_post
203	2017-06-30	ERX2079542	15	8	human metagenome	ERR2020295	ERS1803403	SAMEA104144385	349	646099	human metagenome	ne_60_0_left_ant	nasal swab from individual without contact to farm animals left nare anterior	60	ne	60_0	left_ant
204	2017-06-30	ERX2079543	5	3	human metagenome	ERR2020296	ERS1803404	SAMEA104144386	351	646099	human metagenome	ne_60_0_left_post	nasal swab from individual without contact to farm animals left nare posterior	60	ne	60_0	left_post
205	2017-06-30	ERX2079544	9	5	human metagenome	ERR2020297	ERS1803405	SAMEA104144387	353	646099	human metagenome	ne_61_0_left_ant	nasal swab from individual without contact to farm animals left nare anterior	61	ne	61_0	left_ant
206	2017-06-30	ERX2079545	10	6	human metagenome	ERR2020298	ERS1803406	SAMEA104144388	355	646099	human metagenome	ne_61_0_left_post	nasal swab from individual without contact to farm animals left nare posterior	61	ne	61_0	left_post
207	2017-06-30	ERX2079546	20	11	pig metagenome	ERR2020299	ERS1803407	SAMEA104144389	366	1176744	pig metagenome	pig_15_1__	nasal swab from pig	15	pig	15_1	NA
208	2017-06-30	ERX2079547	10	6	pig metagenome	ERR2020300	ERS1803408	SAMEA104144390	367	1176744	pig metagenome	pig_15_2__	nasal swab from pig	15	pig	15_2	NA
209	2017-06-30	ERX2079548	10	6	air metagenome	ERR2020301	ERS1803409	SAMEA104144391	368	655179	air metagenome	air sample from pig farm_15_0__	air sample from pig farm	15	air	15_air	NA
210	2017-06-30	ERX2079549	19	11	human metagenome	ERR2020302	ERS1803410	SAMEA104144392	369	646099	human metagenome	pigf_15_0_left_ant	nasal swab from pig farmer left nare anterior	15	pigf	15_0	left_ant
211	2017-06-30	ERX2079550	11	6	human metagenome	ERR2020303	ERS1803411	SAMEA104144393	371	646099	human metagenome	pigf_15_0_left_post	nasal swab from pig farmer left nare posterior	15	pigf	15_0	left_post
212	2017-06-30	ERX2079551	14	8	pig metagenome	ERR2020304	ERS1803412	SAMEA104144394	374	1176744	pig metagenome	pig_16_1__	nasal swab from pig	16	pig	16_1	NA
213	2017-06-30	ERX2079552	18	10	pig metagenome	ERR2020305	ERS1803413	SAMEA104144395	375	1176744	pig metagenome	pig_16_2__	nasal swab from pig	16	pig	16_2	NA
214	2017-06-30	ERX2079553	17	9	air metagenome	ERR2020306	ERS1803414	SAMEA104144396	376	655179	air metagenome	air sample from pig farm_16_0__	air sample from pig farm	16	air	16_air	NA
215	2017-06-30	ERX2079554	14	8	human metagenome	ERR2020307	ERS1803415	SAMEA104144397	377	646099	human metagenome	pigf_16_0_left_ant	nasal swab from pig farmer left nare anterior	16	pigf	16_0	left_ant
216	2017-06-30	ERX2079555	21	11	human metagenome	ERR2020308	ERS1803416	SAMEA104144398	379	646099	human metagenome	pigf_16_0_left_post	nasal swab from pig farmer left nare posterior	16	pigf	16_0	left_post
217	2017-06-30	ERX2079556	8	5	pig metagenome	ERR2020309	ERS1803417	SAMEA104144399	410	1176744	pig metagenome	pig_18_1__	nasal swab from pig	18	pig	18_1	NA
218	2017-06-30	ERX2079557	19	11	pig metagenome	ERR2020310	ERS1803418	SAMEA104144400	411	1176744	pig metagenome	pig_18_2__	nasal swab from pig	18	pig	18_2	NA
219	2017-06-30	ERX2079558	7	4	air metagenome	ERR2020311	ERS1803419	SAMEA104144401	412	655179	air metagenome	air sample from pig farm_18_0__	air sample from pig farm	18	air	18_air	NA
220	2017-06-30	ERX2079559	23	12	human metagenome	ERR2020312	ERS1803420	SAMEA104144402	413	646099	human metagenome	pigf_18_0_left_ant	nasal swab from pig farmer left nare anterior	18	pigf	18_0	left_ant
221	2017-06-30	ERX2079560	8	4	human metagenome	ERR2020313	ERS1803421	SAMEA104144403	415	646099	human metagenome	pigf_18_0_left_post	nasal swab from pig farmer left nare posterior	18	pigf	18_0	left_post
222	2017-06-30	ERX2079561	8	5	pig metagenome	ERR2020314	ERS1803422	SAMEA104144404	435	1176744	pig metagenome	pig_20_2__	nasal swab from pig	20	pig	20_2	NA
223	2017-06-30	ERX2079562	7	4	air metagenome	ERR2020315	ERS1803423	SAMEA104144405	436	655179	air metagenome	air sample from pig farm_20_0__	air sample from pig farm	20	air	20_air	NA
224	2017-06-30	ERX2079563	8	4	human metagenome	ERR2020316	ERS1803424	SAMEA104144406	437	646099	human metagenome	pigf_20_0_left_ant	nasal swab from pig farmer left nare anterior	20	pigf	20_0	left_ant
225	2017-06-30	ERX2079564	8	4	human metagenome	ERR2020317	ERS1803425	SAMEA104144407	439	646099	human metagenome	pigf_20_0_left_post	nasal swab from pig farmer left nare posterior	20	pigf	20_0	left_post
226	2017-06-30	ERX2079565	7	4	human metagenome	ERR2020318	ERS1803426	SAMEA104144408	442	646099	human metagenome	cowf_31_10_left_ant	nasal swab from cow farmer left nare anterior	31	cowf	31_10	left_ant
227	2017-06-30	ERX2079566	4	2	human metagenome	ERR2020319	ERS1803427	SAMEA104144409	444	646099	human metagenome	cowf_31_10_left_post	nasal swab from cow farmer left nare posterior	31	cowf	31_10	left_post
228	2017-06-30	ERX2079567	10	5	human metagenome	ERR2020320	ERS1803428	SAMEA104144410	450	646099	human metagenome	cowf_31_12_left_ant	nasal swab from cow farmer left nare anterior	31	cowf	31_12	left_ant
229	2017-06-30	ERX2079568	14	8	human metagenome	ERR2020321	ERS1803429	SAMEA104144411	452	646099	human metagenome	cowf_31_12_left_post	nasal swab from cow farmer left nare posterior	31	cowf	31_12	left_post
230	2017-06-30	ERX2079569	17	10	pig metagenome	ERR2020322	ERS1803430	SAMEA104144412	460	1176744	pig metagenome	pig_21_1__	nasal swab from pig	21	pig	21_1	NA
231	2017-06-30	ERX2079570	22	13	pig metagenome	ERR2020323	ERS1803431	SAMEA104144413	461	1176744	pig metagenome	pig_21_2__	nasal swab from pig	21	pig	21_2	NA
232	2017-06-30	ERX2079571	24	13	air metagenome	ERR2020324	ERS1803432	SAMEA104144414	462	655179	air metagenome	air sample from pig farm_21_0__	air sample from pig farm	21	air	21_air	NA
233	2017-06-30	ERX2079572	13	7	human metagenome	ERR2020325	ERS1803433	SAMEA104144415	463	646099	human metagenome	pigf_21_1_left_ant	nasal swab from pig farmer left nare anterior	21	pigf	21_1	left_ant
234	2017-06-30	ERX2079573	16	9	human metagenome	ERR2020326	ERS1803434	SAMEA104144416	465	646099	human metagenome	pigf_21_1_left_post	nasal swab from pig farmer left nare posterior	21	pigf	21_1	left_post
235	2017-06-30	ERX2079574	10	6	human metagenome	ERR2020327	ERS1803435	SAMEA104144417	467	646099	human metagenome	pigf_21_2_left_ant	nasal swab from pig farmer left nare anterior	21	pigf	21_2	left_ant
236	2017-06-30	ERX2079575	15	8	human metagenome	ERR2020328	ERS1803436	SAMEA104144418	469	646099	human metagenome	pigf_21_2_left_post	nasal swab from pig farmer left nare posterior	21	pigf	21_2	left_post
237	2017-06-30	ERX2079576	11	6	human metagenome	ERR2020329	ERS1803437	SAMEA104144419	471	646099	human metagenome	ne_62_0_left_ant	nasal swab from individual without contact to farm animals left nare anterior	62	ne	62_0	left_ant
238	2017-06-30	ERX2079577	16	9	human metagenome	ERR2020330	ERS1803438	SAMEA104144420	473	646099	human metagenome	ne_62_0_left_post	nasal swab from individual without contact to farm animals left nare posterior	62	ne	62_0	left_post
239	2017-06-30	ERX2079578	20	10	human metagenome	ERR2020331	ERS1803439	SAMEA104144421	475	646099	human metagenome	ne_63_0_left_ant	nasal swab from individual without contact to farm animals left nare anterior	63	ne	63_0	left_ant
240	2017-06-30	ERX2079579	9	4	human metagenome	ERR2020332	ERS1803440	SAMEA104144422	477	646099	human metagenome	ne_63_0_left_post	nasal swab from individual without contact to farm animals left nare posterior	63	ne	63_0	left_post
241	2017-06-30	ERX2079580	16	9	human metagenome	ERR2020333	ERS1803441	SAMEA104144423	479	646099	human metagenome	ne_64_0_left_ant	nasal swab from individual without contact to farm animals left nare anterior	64	ne	64_0	left_ant
242	2017-06-30	ERX2079581	3	2	human metagenome	ERR2020334	ERS1803442	SAMEA104144424	481	646099	human metagenome	ne_64_0_left_post	nasal swab from individual without contact to farm animals left nare posterior	64	ne	64_0	left_post
243	2017-06-30	ERX2079582	17	9	human metagenome	ERR2020335	ERS1803443	SAMEA104144425	558	646099	human metagenome	pigf_25_0_left_ant	nasal swab from pig farmer left nare anterior	25	pigf	25_0	left_ant
244	2017-06-30	ERX2079583	7	4	pig metagenome	ERR2020336	ERS1803444	SAMEA104144426	587	1176744	pig metagenome	pig_27_1__	nasal swab from pig	27	pig	27_1	NA
245	2017-06-30	ERX2079584	21	12	pig metagenome	ERR2020337	ERS1803445	SAMEA104144427	588	1176744	pig metagenome	pig_27_2__	nasal swab from pig	27	pig	27_2	NA
246	2017-06-30	ERX2079585	24	13	air metagenome	ERR2020338	ERS1803446	SAMEA104144428	589	655179	air metagenome	air sample from pig farm_27_0__	air sample from pig farm	27	air	27_air	NA
247	2017-06-30	ERX2079586	24	13	human metagenome	ERR2020339	ERS1803447	SAMEA104144429	590	646099	human metagenome	pigf_27_0_left_ant	nasal swab from pig farmer left nare anterior	27	pigf	27_0	left_ant
248	2017-06-30	ERX2079587	15	8	human metagenome	ERR2020340	ERS1803448	SAMEA104144430	592	646099	human metagenome	pigf_27_0_left_post	nasal swab from pig farmer left nare posterior	27	pigf	27_0	left_post
249	2017-06-30	ERX2079588	13	7	pig metagenome	ERR2020341	ERS1803449	SAMEA104144431	603	1176744	pig metagenome	pig_28_1__	nasal swab from pig	28	pig	28_1	NA
250	2017-06-30	ERX2079589	31	18	pig metagenome	ERR2020342	ERS1803450	SAMEA104144432	604	1176744	pig metagenome	pig_28_2__	nasal swab from pig	28	pig	28_2	NA
251	2017-06-30	ERX2079590	14	8	air metagenome	ERR2020343	ERS1803451	SAMEA104144433	605	655179	air metagenome	air sample from pig farm_28_0__	air sample from pig farm	28	air	28_air	NA
252	2017-06-30	ERX2079591	10	5	human metagenome	ERR2020344	ERS1803452	SAMEA104144434	606	646099	human metagenome	pigf_28_0_left_ant	nasal swab from pig farmer left nare anterior	28	pigf	28_0	left_ant
253	2017-06-30	ERX2079592	19	11	human metagenome	ERR2020345	ERS1803453	SAMEA104144435	608	646099	human metagenome	pigf_28_0_left_post	nasal swab from pig farmer left nare posterior	28	pigf	28_0	left_post
254	2017-06-30	ERX2079593	10	5	air metagenome	ERR2020346	ERS1803454	SAMEA104144436	212	655179	air metagenome	air sample from pig farm_12_0__	air sample from pig farm	12	air	12_air	NA
